state,name,college_readiness_score,tested_ap,passed_ap,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient
New York,Delhi Central School District,19.8,21%,19.40%,3.2,100%,0%,3.3,100%,0%
New York,Depew Union Free School District,18.1,27%,15.30%,3.1,92%,8%,3.4,98%,2%
New York,Deposit Central School District,23.2,49%,14.60%,3.1,98%,2%,3.5,100%,0%
New York,Deruyter Central School District,N/A,N/A,N/A,3.2,93%,7%,3.3,97%,3%
New York,Dobbs Ferry Union Free School District,70.7,82%,67.00%,3.4,96%,4%,3.6,98%,2%
New York,Dolgeville Central School District,N/A,N/A,N/A,3.1,91%,9%,3.3,92%,8%
New York,Dover Union Free School District,22.8,31%,20.20%,3.1,92%,8%,3.4,95%,5%
New York,Downsville Central School District,N/A,N/A,N/A,3.1,100%,0%,3.4,93%,7%
New York,Dryden Central School District,18,20%,17.30%,3.3,96%,4%,3.5,96%,4%
New York,Duanesburg Central School District,25,34%,21.90%,3.1,90%,10%,3.4,96%,4%
New York,Dundee Central School District,N/A,N/A,N/A,3,93%,7%,3.3,98%,2%
New York,Dunkirk City School District,8.7,20%,4.90%,2.9,88%,12%,3.2,90%,10%
New York,East Aurora Union Free School District,57.6,66%,54.70%,3.5,99%,1%,3.8,100%,0%
New York,East Bloomfield Central School District,66,80%,61.30%,3.4,100%,0%,3.5,99%,1%
New York,East Greenbush Central School District,25.1,29%,23.70%,3.4,99%,1%,3.6,98%,2%
New York,East Hampton Union Free School District,40.1,52%,36.10%,3.2,97%,3%,3.3,94%,6%
New York,East Irondequoit Central School District,23.9,44%,17.30%,3,93%,7%,3.4,96%,4%
New York,East Islip Union Free School District,27.7,33%,25.80%,3.3,98%,2%,3.5,99%,1%
New York,East Meadow Union Free School District,32.1,38%,30.00%,3.4,99%,1%,3.7,100%,0%
New York,East Ramapo Central School District (Spring Valley),20,31%,16.30%,2.9,86%,14%,3.2,94%,6%
New York,East Rochester Union Free School District,17.3,30%,13.10%,3.1,94%,6%,3.4,95%,5%
New York,East Rockaway Union Free School District,23.5,32%,20.60%,3.2,97%,3%,3.4,99%,1%
New York,East Syracuse-Minoa Central School District,21.6,24%,20.70%,3.3,97%,3%,3.4,96%,4%
New York,East Williston Union Free School District,69.5,86%,63.90%,3.5,99%,1%,3.9,100%,0%
New York,Eastchester Union Free School District,44.5,46%,44.20%,3.4,99%,1%,3.5,98%,2%
New York,Eastport-South Manor Csd,28.7,39%,25.30%,3.2,95%,5%,3.6,98%,2%
New York,Eden Central School District,28.5,31%,27.80%,3.4,99%,1%,3.6,99%,1%
New York,Edgemont Union Free School District,86.2,93%,83.90%,3.8,100%,0%,3.8,99%,1%
New York,Edmeston Central School District,16.2,29%,11.80%,3,89%,11%,3.3,91%,9%
New York,Edwards-Knox Central School District,17.3,38%,10.30%,3.3,100%,0%,3.4,92%,8%
New York,Elba Central School District,30.3,52%,23.10%,3.5,98%,2%,3.5,92%,8%
New York,Eldred Central School District,N/A,N/A,N/A,3.2,100%,0%,3.4,95%,5%
New York,Elizabethtown-Lewis Central School District,26.7,37%,23.30%,3.2,96%,4%,3.7,96%,4%
New York,Ellenville Central School District,12.4,27%,7.50%,2.9,86%,14%,3.4,91%,9%
New York,Ellicottville Central School District,N/A,N/A,N/A,3.3,95%,5%,3.7,100%,0%
New York,Elmira City School District,6.5,12%,4.50%,2.9,88%,12%,3.3,92%,8%
New York,Elmira Heights Central School District,12.3,20%,9.80%,3,86%,14%,3.5,100%,0%
New York,Elmsford Union Free School District,17.1,26%,14.30%,3.1,97%,3%,3.3,100%,0%
New York,Elwood Union Free School District,42.3,45%,41.30%,3.5,98%,2%,3.5,97%,3%
New York,Evans-Brant Central School District (Lake Shore),16.9,26%,14.00%,3.1,90%,10%,3.6,99%,1%
New York,Fabius-Pompey Central School District,39.6,51%,35.70%,3.4,100%,0%,3.6,100%,0%
New York,Fairport Central School District,43.1,48%,41.50%,3.5,99%,1%,3.7,99%,1%
New York,Falconer Central School District,13,13%,13.00%,3.2,94%,6%,3.1,88%,12%
New York,Fallsburg Central School District,16,28%,12.00%,2.8,78%,22%,3.2,89%,11%
New York,Farmingdale Union Free School District,21.1,26%,19.30%,3.1,91%,9%,3.4,93%,7%
New York,Fayetteville-Manlius Central School District,48,50%,47.50%,3.6,99%,1%,3.8,99%,1%
New York,Fillmore Central School District,N/A,N/A,N/A,3.4,100%,0%,3.5,98%,2%
New York,Florida Union Free School District,N/A,N/A,N/A,3.1,93%,7%,3.4,96%,4%
New York,Fonda-Fultonville Central School District,N/A,N/A,N/A,3.2,95%,5%,3.5,98%,2%
New York,Forestville Central School District,N/A,N/A,N/A,3,91%,9%,3.2,84%,16%
New York,Fort Ann Central School District,N/A,N/A,N/A,2.9,88%,12%,3.3,97%,3%
New York,Fort Edward Union Free School District,N/A,N/A,N/A,3.4,93%,7%,3.3,92%,8%
New York,Fort Plain Central School District,N/A,N/A,N/A,3.1,98%,2%,3,89%,11%
New York,Frankfort-Schuyler Central School District,16.5,27%,13.00%,3,89%,11%,3.3,95%,5%
New York,Franklin Central School District,N/A,N/A,N/A,3.2,100%,0%,3.3,94%,6%
New York,Franklinville Central School District,13.6,22%,10.90%,3,92%,8%,3.2,90%,10%
New York,Fredonia Central School District,27.2,36%,24.10%,3.4,99%,1%,3.4,99%,1%
New York,Freeport Union Free School District,23.5,34%,20.20%,3,90%,10%,3.1,89%,11%
New York,Frewsburg Central School District,N/A,N/A,N/A,3,91%,9%,3.3,90%,10%
New York,Friendship Central School District,N/A,N/A,N/A,2.8,87%,13%,3.4,100%,0%
New York,Frontier Central School District,19.7,37%,14.10%,3.3,98%,2%,3.5,99%,1%
New York,Fulton City School District,14.3,15%,14.00%,3.1,91%,9%,3.5,97%,3%
New York,Galway Central School District,14.4,18%,13.40%,3.1,94%,6%,3.3,90%,10%
New York,Gananda Central School District,38.1,44%,36.00%,3.4,100%,0%,3.4,100%,0%
New York,Garden City Union Free School District,73.1,82%,70.20%,3.6,98%,2%,3.8,100%,0%
New York,Gates-Chili Central School District,27.4,38%,23.70%,3.3,95%,5%,3.4,96%,4%
New York,General Brown Central School District,11.7,19%,9.30%,3.3,99%,1%,3.4,98%,2%
New York,Genesee Valley Central School District At Angelica-Belmont,N/A,N/A,N/A,3.3,98%,2%,3.3,92%,8%
New York,Geneseo Central School District,45.2,49%,43.80%,3.5,97%,3%,3.7,99%,1%
New York,Geneva City School District,27.2,37%,23.80%,3.2,93%,7%,3.5,95%,5%
New York,George Junior Republic Union Free School District,N/A,N/A,N/A,2.3,67%,33%,2.6,67%,33%
New York,Georgetown-South Otselic Central School District,N/A,N/A,N/A,3.2,100%,0%,3.7,97%,3%
New York,Germantown Central School District,25,31%,22.90%,3.2,96%,4%,3.4,94%,6%
New York,Gilbertsville-Mount Upton Central School District,14.9,27%,10.80%,3,94%,6%,3.4,100%,0%
New York,Gilboa-Conesville Central School District,N/A,N/A,N/A,3.2,96%,4%,3.4,100%,0%
New York,Glen Cove City School District,23.4,34%,19.80%,3.1,91%,9%,3.3,96%,4%
New York,Glens Falls City School District,26.6,37%,23.40%,3.2,96%,4%,3.5,95%,5%
New York,Gloversville City School District,12.6,22%,9.70%,3,86%,14%,3.1,90%,10%
New York,Gorham-Middlesex Central School District (Marcus Whitman),13.2,16%,12.20%,3.2,98%,2%,3.5,98%,2%
New York,Goshen Central School District,23.1,27%,21.90%,3.1,93%,7%,3.5,94%,6%
New York,Gouverneur Central School District,18,22%,16.80%,3.1,96%,4%,3.3,96%,4%
New York,Gowanda Central School District,17.3,24%,14.90%,3.2,97%,3%,3.3,95%,5%
New York,Grand Island Central School District,41.7,49%,39.20%,3.3,97%,3%,3.7,98%,2%
New York,Granville Central School District,15.4,20%,13.80%,3,89%,11%,3.1,86%,14%
New York,Great Neck Union Free School District,71.4,79%,68.90%,3.4,97%,3%,3.5,99%,1%
New York,Greece Central School District,30.5,45%,25.60%,3.2,95%,5%,3.3,96%,4%
New York,Green Dot Ny Charter School,29.1,34%,27.50%,3.1,99%,1%,3.3,99%,1%
New York,Green Island Union Free School District,N/A,N/A,N/A,2.9,89%,11%,3.4,92%,8%
New York,Green Tech High Charter School,6.8,27%,0.00%,2.9,88%,12%,2.9,86%,14%
New York,Greenburgh Central School District,38.6,56%,32.70%,3.1,92%,8%,3.4,97%,3%
New York,Greenburgh-North Castle Union Free School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York,Greene Central School District,N/A,N/A,N/A,3.3,97%,3%,3.5,100%,0%
New York,Greenport Union Free School District,25.6,29%,24.40%,3.2,96%,4%,3.3,92%,8%
New York,Greenville Central School District,33,49%,27.70%,3.1,91%,9%,3.1,87%,13%
New York,Greenwich Central School District,25.6,28%,24.70%,3.3,97%,3%,3.5,100%,0%
New York,Groton Central School District,N/A,N/A,N/A,3.1,92%,8%,3.4,91%,9%
New York,Guilderland Central School District,30.2,35%,28.70%,3.4,98%,2%,3.6,98%,2%
New York,Hadley-Luzerne Central School District,11.8,19%,9.50%,3.1,96%,4%,3.4,95%,5%
New York,Haldane Central School District,48.9,72%,41.20%,3.4,100%,0%,3.7,100%,0%
New York,Half Hollow Hills Central School District,49.7,56%,47.70%,3.5,98%,2%,3.7,99%,1%
New York,Hamburg Central School District,43.8,49%,42.20%,3.6,98%,2%,3.6,98%,2%
New York,Hamilton Central School District,45.5,56%,41.80%,3.2,94%,6%,3.5,92%,8%
New York,Hammond Central School District,N/A,N/A,N/A,3.1,90%,10%,3.2,89%,11%
New York,Hammondsport Central School District,24.4,49%,16.30%,3.1,98%,2%,3.6,100%,0%
New York,Hampton Bays Union Free School District,23.1,37%,18.30%,3.2,94%,6%,3.4,96%,4%
New York,Hancock Central School District,N/A,N/A,N/A,3.2,95%,5%,3.3,89%,11%
New York,Hannibal Central School District,N/A,N/A,N/A,3,88%,12%,3.3,94%,6%
New York,Harborfields Central School District,64.6,70%,62.90%,3.6,99%,1%,3.8,100%,0%
New York,Harlem Children'S Zone Promise Academy Charter School,14.5,24%,11.30%,3.2,98%,2%,3.5,100%,0%
New York,Harlem Village Academy Charter School Ehvacs,N/A,N/A,N/A,2.9,83%,17%,3.5,100%,0%
New York,Harpursville Central School District,N/A,N/A,N/A,3.1,94%,6%,3.4,98%,2%
New York,Harrison Central School District,59.4,84%,51.20%,3.3,94%,6%,3.5,98%,2%
New York,Harrisville Central School District,N/A,N/A,N/A,3,96%,4%,3.5,100%,0%
New York,Hartford Central School District,N/A,N/A,N/A,3.1,90%,10%,3.5,93%,7%
New York,Hastings-On-Hudson Union Free School District,71.5,81%,68.20%,3.5,98%,2%,3.8,100%,0%
New York,Hauppauge Union Free School District,44.4,61%,39.00%,3.4,97%,3%,3.7,99%,1%
New York,Haverstraw-Stony Point Csd (North Rockland),19.5,23%,18.40%,3.1,94%,6%,3.5,97%,3%
New York,Hempstead Union Free School District,10.9,21%,7.70%,2.7,75%,25%,2.8,78%,22%
New York,Hendrick Hudson Central School District,46.7,57%,43.30%,3.3,97%,3%,3.8,98%,2%
New York,Herkimer Central School District,8.4,22%,4.00%,2.9,90%,10%,3.3,94%,6%
New York,Hermon-Dekalb Central School District,21.9,31%,18.80%,3.1,94%,6%,3.5,100%,0%
New York,Herricks Union Free School District,64.6,76%,60.80%,3.5,99%,1%,3.8,99%,1%
New York,Heuvelton Central School District,N/A,N/A,N/A,3.1,95%,5%,3.3,93%,7%
New York,Hewlett-Woodmere Union Free School District,53.5,66%,49.30%,3.5,97%,3%,3.6,98%,2%
New York,Hicksville Union Free School District,28.9,38%,25.80%,3.2,95%,5%,3.6,97%,3%
New York,Highland Central School District,17.8,25%,15.50%,3.1,94%,6%,3.4,96%,4%
New York,Highland Falls Central School District,33.7,43%,30.60%,3.2,95%,5%,3.5,98%,2%
New York,Hilton Central School District,25.3,38%,21.10%,3.3,98%,2%,3.6,99%,1%
New York,Hinsdale Central School District,N/A,N/A,N/A,2.9,87%,13%,3.5,96%,4%
New York,Holland Central School District,32.4,37%,30.80%,3.5,100%,0%,3.6,99%,1%
New York,Holland Patent Central School District,22.9,36%,18.40%,3.2,97%,3%,3.7,99%,1%
New York,Holley Central School District,N/A,N/A,N/A,2.9,83%,17%,3.1,88%,12%
New York,Homer Central School District,22.4,25%,21.50%,3.2,90%,10%,3.3,90%,10%
New York,Honeoye Central School District,18.8,34%,13.80%,3.3,99%,1%,3.3,95%,5%
New York,Honeoye Falls-Lima Central School District,57.3,64%,54.90%,3.5,99%,1%,3.6,99%,1%
New York,Hoosic Valley Central School District,11.7,23%,7.80%,3.1,94%,6%,3.4,96%,4%
New York,Hoosick Falls Central School District,21.6,23%,21.10%,3.3,98%,2%,3.8,100%,0%
New York,Hornell City School District,28.5,41%,24.40%,3.2,95%,5%,3.4,96%,4%
New York,Horseheads Central School District,26.5,31%,25.20%,3.2,93%,7%,3.5,95%,5%
New York,Hudson City School District,11.8,22%,8.50%,2.9,86%,14%,3.1,87%,13%
New York,Hudson Falls Central School District,5.9,9%,4.70%,3,93%,7%,3.3,98%,2%
New York,Hunter-Tannersville Central School District,N/A,N/A,N/A,3.2,95%,5%,3.4,100%,0%
New York,Huntington Union Free School District,36,38%,35.20%,3.2,93%,7%,3.4,95%,5%
New York,Hyde Park Central School District,24.1,34%,20.90%,3,90%,10%,3.5,96%,4%
New York,Ilion Central School District,9.2,17%,6.70%,3,85%,15%,3.3,91%,9%
New York,Indian River Central School District,N/A,N/A,N/A,3.1,96%,4%,3.4,97%,3%
New York,International Leadership Charter School,N/A,N/A,N/A,2.9,92%,8%,3.3,100%,0%
New York,Iroquois Central School District,38,54%,32.70%,3.3,98%,2%,3.8,97%,3%
New York,Irvington Union Free School District,59.3,72%,55.00%,3.5,99%,1%,3.8,100%,0%
New York,Island Trees Union Free School District,28.5,35%,26.30%,3.2,98%,2%,3.7,100%,0%
New York,Islip Union Free School District,37.6,55%,32.00%,3.3,98%,2%,3.6,99%,1%
New York,Ithaca City School District,52.6,58%,50.90%,3.4,96%,4%,3.5,96%,4%
New York,Jamestown City School District,23.7,30%,21.50%,3.3,94%,6%,3.4,93%,7%
New York,Jamesville-Dewitt Central School District,45.7,51%,44.00%,3.4,99%,1%,3.7,100%,0%
New York,Jasper-Troupsburg Central School District,N/A,N/A,N/A,3.2,98%,2%,3.5,95%,5%
New York,Jefferson Central School District,N/A,N/A,N/A,3.2,94%,6%,3.6,100%,0%
New York,Jericho Union Free School District,83,91%,80.20%,3.8,99%,1%,3.8,100%,0%
New York,John V Lindsay Wildcat Academy Charter School,N/A,N/A,N/A,2.2,46%,54%,2.4,62%,38%
New York,Johnsburg Central School District,30.6,39%,27.80%,3.3,97%,3%,3.6,100%,0%
New York,Johnson City Central School District,23.2,29%,21.30%,3.2,98%,2%,3.3,96%,4%
New York,Johnstown City School District,15.9,21%,14.00%,3,87%,13%,3.3,96%,4%
New York,Jordan-Elbridge Central School District,32.1,56%,24.20%,3.1,93%,7%,3.5,98%,2%
New York,Katonah-Lewisboro Union Free School District,63.9,76%,59.90%,3.6,99%,1%,3.8,98%,2%
New York,Kendall Central School District,14.4,26%,10.60%,3.1,99%,1%,3.5,100%,0%
New York,Kenmore-Tonawanda Union Free School District,30,39%,26.90%,3.2,94%,6%,3.5,95%,5%
New York,Kinderhook Central School District,17.6,22%,16.00%,3.1,93%,7%,3.5,96%,4%
New York,Kings Park Central School District,41.8,47%,39.90%,3.3,96%,4%,3.7,98%,2%
New York,Kingston City School District,18.4,24%,16.50%,3,89%,11%,3.2,94%,6%
New York,La Fargeville Central School District,N/A,N/A,N/A,3,96%,4%,3.3,96%,4%
New York,Lackawanna City School District,3.1,7%,1.80%,2.8,86%,14%,3,87%,13%
New York,Lafayette Central School District,22.9,32%,19.70%,3.2,96%,4%,3.2,97%,3%
New York,Lake George Central School District,25.3,33%,22.70%,3.3,98%,2%,3.6,99%,1%
New York,Lake Placid Central School District,39.8,48%,37.00%,3.1,88%,12%,3.4,88%,12%
New York,Lakeland Central School District,43.5,57%,39.00%,3.3,97%,3%,3.7,99%,1%
New York,Lancaster Central School District,27.9,33%,26.30%,3.5,99%,1%,3.6,97%,3%
New York,Lansing Central School District,36.4,39%,35.40%,3.4,96%,4%,3.5,97%,3%
New York,Lansingburgh Central School District,8.3,14%,6.30%,3,88%,12%,3.3,93%,7%
New York,Laurens Central School District,N/A,N/A,N/A,3,92%,8%,3.3,96%,4%
New York,Lawrence Union Free School District,31.3,42%,27.60%,3.2,93%,7%,3.2,92%,8%
New York,Le Roy Central School District,19.6,40%,12.80%,3.2,96%,4%,3.6,99%,1%
New York,Letchworth Central School District,N/A,N/A,N/A,3.2,96%,4%,3.4,96%,4%
New York,Levittown Union Free School District,35.8,43%,33.30%,3.3,98%,2%,3.5,97%,3%
New York,Lewiston-Porter Central School District,50,66%,44.70%,3.4,100%,0%,3.7,100%,0%
New York,Liberty Central School District,7.4,10%,6.60%,3.2,89%,11%,3.3,92%,8%
New York,Lindenhurst Union Free School District,20.5,25%,19.00%,3.3,98%,2%,3.5,97%,3%
New York,Lisbon Central School District,N/A,N/A,N/A,3.1,91%,9%,3.3,94%,6%
New York,Little Falls City School District,29.2,36%,26.90%,3.1,82%,18%,3.4,93%,7%
New York,Little Flower Union Free School District,N/A,N/A,N/A,1,0%,100%,N/A,N/A,N/A
New York,Liverpool Central School District,22.7,29%,20.60%,3.3,96%,4%,3.5,97%,3%
New York,Livingston Manor Central School District,N/A,N/A,N/A,3.1,89%,11%,3.4,94%,6%
New York,Livonia Central School District,25.2,34%,22.10%,3.1,98%,2%,3.5,99%,1%
New York,Lockport City School District,16.5,22%,14.60%,3.2,95%,5%,3.4,95%,5%
New York,Locust Valley Central School District,47.5,76%,37.90%,3.4,99%,1%,3.7,100%,0%
New York,Long Beach City School District,29.9,40%,26.70%,3,87%,13%,3.3,94%,6%
New York,Longwood Central School District,18.8,29%,15.50%,3,91%,9%,3.5,96%,4%
New York,Lowville Academy & Central School District,32.6,39%,30.30%,3.3,99%,1%,3.6,97%,3%
New York,Lyme Central School District,N/A,N/A,N/A,3.1,100%,0%,3.5,100%,0%
New York,Lynbrook Union Free School District,42.6,51%,39.60%,3.5,99%,1%,3.7,100%,0%
New York,Lyndonville Central School District,30.4,57%,21.60%,3,93%,7%,3.4,100%,0%
New York,Lyons Central School District,N/A,N/A,N/A,3.3,99%,1%,3.4,97%,3%
New York,Madison Central School District,N/A,N/A,N/A,3.1,96%,4%,3.5,96%,4%
New York,Madrid-Waddington Central School District,N/A,N/A,N/A,3.2,94%,6%,3.5,98%,2%
New York,Mahopac Central School District,29.8,38%,27.20%,3.2,94%,6%,3.5,96%,4%
New York,Maine-Endwell Central School District,36,39%,34.90%,3.4,94%,6%,3.6,96%,4%
New York,Malone Central School District,14.5,22%,12.10%,3.1,92%,8%,3.4,92%,8%
New York,Malverne Union Free School District,24,41%,18.20%,3.1,96%,4%,3.4,97%,3%
New York,Mamaroneck Union Free School District,57.4,63%,55.60%,3.4,96%,4%,3.7,97%,3%
New York,Manchester-Shortsville Central School District (Red Jacket),18.4,25%,16.40%,3.3,95%,5%,3.4,97%,3%
New York,Manhasset Union Free School District,79.2,85%,77.20%,3.8,98%,2%,3.9,100%,0%
New York,Marathon Central School District,N/A,N/A,N/A,3.1,97%,3%,3.3,91%,9%
New York,Marcellus Central School District,30.3,32%,29.70%,3.4,99%,1%,3.7,99%,1%
New York,Margaretville Central School District,N/A,N/A,N/A,3.2,94%,6%,3.5,90%,10%
New York,Marion Central School District,N/A,N/A,N/A,3.3,96%,4%,3.4,96%,4%
New York,Marlboro Central School District,12.6,18%,10.80%,3.2,95%,5%,3.4,98%,2%
New York,Massapequa Union Free School District,39.7,49%,36.70%,3.5,98%,2%,3.7,98%,2%
New York,Massena Central School District,23.4,29%,21.50%,3.1,94%,6%,3.5,97%,3%
New York,Mattituck-Cutchogue Union Free School District,42,57%,37.00%,3.4,97%,3%,3.4,93%,7%
New York,Mayfield Central School District,N/A,N/A,N/A,3.1,97%,3%,3.4,98%,2%
New York,Mcgraw Central School District,14.6,27%,10.40%,3,90%,10%,3.5,92%,8%
New York,Mechanicville City School District,14.9,26%,11.20%,3.2,95%,5%,3.2,95%,5%
New York,Medina Central School District,26.1,39%,21.70%,3.1,88%,12%,3.3,92%,8%
New York,Mexico Central School District,9.6,13%,8.70%,3.1,93%,7%,3.4,93%,7%
New York,Middle Country Central School District,24.7,32%,22.20%,3.1,94%,6%,3.4,95%,5%
New York,Middleburgh Central School District,13.5,16%,12.70%,3,90%,10%,3.2,94%,6%
New York,Middletown City School District,8.1,15%,5.80%,3,92%,8%,3.2,93%,7%
New York,Milford Central School District,24.3,37%,20.00%,3.1,89%,11%,3.3,88%,12%
New York,Millbrook Central School District,31.5,42%,28.00%,3,93%,7%,3.5,99%,1%
New York,Miller Place Union Free School District,44.4,64%,37.90%,3.3,97%,3%,3.7,98%,2%
New York,Mineola Union Free School District,42,47%,40.40%,3.4,98%,2%,3.4,98%,2%
New York,Minisink Valley Central School District,13,17%,11.80%,3.1,94%,6%,3.4,95%,5%
New York,Mohawk Central School District,12.9,25%,8.80%,2.8,83%,17%,3.1,87%,13%
New York,Monroe-Woodbury Central School District,20.7,24%,19.70%,3.3,97%,3%,3.5,96%,4%
New York,Monticello Central School District,21.1,39%,15.20%,2.9,88%,12%,3.3,94%,6%
New York,Moravia Central School District,19.3,25%,17.30%,3.1,96%,4%,3.5,99%,1%
New York,Moriah Central School District,N/A,N/A,N/A,3,92%,8%,3,87%,13%
New York,Morris Central School District,N/A,N/A,N/A,3.1,97%,3%,3.4,97%,3%
New York,Morristown Central School District,N/A,N/A,N/A,3,92%,8%,3.3,96%,4%
New York,Morrisville-Eaton Central School District,N/A,N/A,N/A,3,96%,4%,3.3,96%,4%
New York,Mount Markham Central School District,N/A,N/A,N/A,3,85%,15%,3.1,86%,14%
New York,Mount Morris Central School District,N/A,N/A,N/A,2.8,84%,16%,3.5,97%,3%
New York,Mount Pleasant Central School District,45,57%,40.90%,3.5,99%,1%,3.7,98%,2%
New York,Mount Pleasant-Cottage Union Free School District,N/A,N/A,N/A,1.6,21%,79%,1.8,22%,78%
New York,Mount Sinai Union Free School District,33,39%,31.10%,3.4,99%,1%,3.4,98%,2%
New York,Mount Vernon School District,12.6,29%,7.10%,2.8,83%,17%,2.8,80%,20%
New York,Nanuet Union Free School District,40.1,45%,38.40%,3.4,98%,2%,3.5,99%,1%
New York,Naples Central School District,24.6,33%,21.90%,3.1,90%,10%,3.4,94%,6%
New York,New Hartford Central School District,49.4,63%,45.00%,3.5,99%,1%,3.7,99%,1%
New York,New Heights Academy Charter School,8,23%,2.90%,3,94%,6%,3.1,93%,7%
New York,New Lebanon Central School District,N/A,N/A,N/A,3.3,100%,0%,3.4,100%,0%
New York,New Paltz Central School District,46.2,60%,41.50%,3.3,95%,5%,3.6,96%,4%
New York,New Rochelle City School District,27.5,31%,26.20%,3.1,93%,7%,3.4,95%,5%
New York,New Roots Charter School,N/A,N/A,N/A,2.7,79%,21%,3.2,94%,6%
New York,New York City Public Schools,21.9,38%,16.50%,2.9,83%,17%,3,87%,13%
New York,New York Mills Union Free School District,27.2,50%,19.60%,3.3,98%,2%,3.6,100%,0%
New York,Newark Central School District,19.7,27%,17.30%,3.1,92%,8%,3.2,93%,7%
New York,Newark Valley Central School District,13.3,18%,11.70%,3.2,96%,4%,3.4,95%,5%
New York,Newburgh City School District,13,22%,10.20%,2.9,85%,15%,3.2,93%,7%
New York,Newfane Central School District,17.4,23%,15.40%,3.2,97%,3%,3.3,95%,5%
New York,Newfield Central School District,N/A,N/A,N/A,3.2,95%,5%,3.3,90%,10%
New York,Niagara Falls City School District,17.3,28%,13.70%,2.9,86%,14%,3.4,95%,5%
New York,Niagara-Wheatfield Central School District,23.7,38%,18.90%,3.2,98%,2%,3.5,97%,3%
New York,Niskayuna Central School District,40.9,44%,39.80%,3.7,100%,0%,3.7,99%,1%
New York,North Babylon Union Free School District,17.9,30%,13.80%,3,92%,8%,3.4,96%,4%
New York,North Collins Central School District,25,48%,17.30%,3.4,98%,2%,3.6,100%,0%
New York,North Rose-Wolcott Central School District,8.6,11%,7.80%,3,89%,11%,3.2,91%,9%
New York,North Salem Central School District,61.6,68%,59.60%,3.5,100%,0%,3.8,100%,0%
New York,North Shore Central School District,54.5,66%,50.60%,3.4,97%,3%,3.8,100%,0%
New York,North Syracuse Central School District,23.6,34%,20.30%,3.2,96%,4%,3.5,98%,2%
New York,North Tonawanda City School District,19.4,28%,16.50%,3.1,94%,6%,3.4,94%,6%
New York,North Warren Central School District,14.6,21%,12.50%,3.2,96%,4%,3.6,98%,2%
New York,Northeast Central School District,32.5,44%,28.60%,3.3,97%,3%,3.2,89%,11%
New York,Northeastern Clinton Central School District,18.6,24%,16.80%,3.2,95%,5%,3.3,97%,3%
New York,Northern Adirondack Central School District,N/A,N/A,N/A,2.8,88%,12%,3.2,89%,11%
New York,Northport-East Northport Union Free School District,49.2,55%,47.10%,3.4,99%,1%,3.5,98%,2%
New York,Northville Central School District,N/A,N/A,N/A,3,92%,8%,3.3,94%,6%
New York,Norwich City School District,23,28%,21.30%,3.3,97%,3%,3.5,99%,1%
New York,Norwood-Norfolk Central School District,11.8,15%,10.60%,3.2,94%,6%,3.2,95%,5%
New York,Nyack Union Free School District,53,63%,49.80%,3.2,93%,7%,3.6,99%,1%
New York,"Nyc Charter Hs-Architecture, Engineering, Construction Indus",7.8,31%,0.00%,2.9,88%,12%,3.3,95%,5%
New York,Nyc Special Schools - District 75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York,Oakfield-Alabama Central School District,19.6,30%,15.90%,3.4,100%,0%,3.5,97%,3%
New York,Oceanside Union Free School District,38.6,45%,36.40%,3.1,93%,7%,3.4,97%,3%
New York,Odessa-Montour Central School District,N/A,N/A,N/A,3.2,97%,3%,3.3,98%,2%
New York,Ogdensburg City School District,16,19%,14.90%,3.2,97%,3%,3.4,97%,3%
New York,Olean City School District,N/A,N/A,N/A,3.1,92%,8%,3.4,98%,2%
New York,Oneida City School District,21.7,28%,19.60%,3.1,91%,9%,3.4,93%,7%
New York,Oneonta City School District,14.3,17%,13.40%,3.1,93%,7%,3.5,96%,4%
New York,Onondaga Central School District,30.2,42%,26.40%,3.3,96%,4%,3.6,98%,2%
New York,Onteora Central School District,25.7,32%,23.60%,3.2,92%,8%,3.5,96%,4%
New York,Oppenheim-Ephratah Central School District,N/A,N/A,N/A,2.9,87%,13%,3.2,84%,16%
New York,Opportunity Charter School,N/A,N/A,N/A,2.3,56%,44%,2.2,53%,47%
New York,Oracle Charter School,10.1,28%,4.30%,2.8,85%,15%,2.9,86%,14%
New York,Orchard Park Central School District,36,47%,32.30%,3.5,99%,1%,3.7,99%,1%
New York,Oriskany Central School District,20.8,33%,16.70%,3.3,96%,4%,3.2,96%,4%
New York,Ossining Union Free School District,33.3,49%,28.10%,3,86%,14%,3.5,95%,5%
New York,Oswego City School District,13.6,16%,12.90%,3.1,89%,11%,3.3,92%,8%
New York,Otego-Unadilla Central School District,14.9,22%,12.70%,3,95%,5%,3.4,97%,3%
New York,Owego-Apalachin Central School District,22,27%,20.40%,3.4,97%,3%,3.6,99%,1%
New York,Oxford Academy And Central School District,N/A,N/A,N/A,3.1,92%,8%,3.5,97%,3%
New York,Oyster Bay-East Norwich Central School District,45.7,65%,39.10%,3.4,99%,1%,3.7,97%,3%
New York,Palmyra-Macedon Central School District,26.2,34%,23.60%,3.3,98%,2%,3.6,98%,2%
New York,Panama Central School District,N/A,N/A,N/A,3,91%,9%,3.4,94%,6%
New York,Parishville-Hopkinton Central School District,N/A,N/A,N/A,3.6,100%,0%,3.4,93%,7%
